"wC"	"wCl"	"wB"	"NewHA"	"Cropkcal"	"Pastkcal"	"EmittedC"	"HabAvgImpac"	"HabStdImpac"	"DelHAvgImpac"	"DelHStdImpac"	"DelQAvgImpac"	"DelQStdImpac"	"ClimRegIndexAvgImpac"	"ClimRegIndexStdImpac"	"Combokcal"	"SimulationFactor"
"0.9"	"0.015"	"0.085"	"108140000"	"5.5507e+14"	"2.598e+12"	"-1.3969e+10"	"562.07"	"202.34"	"0.37929"	"0.35008"	"-0.96414"	"0.32038"	"0.60076"	"0.18233"	"5.5766e+14"	"AllLand"
"0.9"	"0.02"	"0.08"	"108150000"	"5.5505e+14"	"2.599e+12"	"-1.397e+10"	"562.57"	"203.37"	"0.37846"	"0.35054"	"-0.96324"	"0.3209"	"0.6002"	"0.18268"	"5.5765e+14"	"AllLand"
"0.9"	"0.025"	"0.075"	"108140000"	"5.5494e+14"	"2.5988e+12"	"-1.3968e+10"	"562.86"	"203.84"	"0.37784"	"0.35068"	"-0.96254"	"0.32115"	"0.5997"	"0.18289"	"5.5754e+14"	"AllLand"
"0.9"	"0.03"	"0.07"	"108160000"	"5.55e+14"	"2.5999e+12"	"-1.3971e+10"	"563.54"	"205.06"	"0.37685"	"0.35126"	"-0.96151"	"0.3217"	"0.59904"	"0.18326"	"5.576e+14"	"AllLand"
"0.9"	"0.035"	"0.065"	"108140000"	"5.5489e+14"	"2.6005e+12"	"-1.3967e+10"	"564.16"	"206.22"	"0.37613"	"0.35142"	"-0.96056"	"0.32213"	"0.59841"	"0.18358"	"5.5749e+14"	"AllLand"
"0.9"	"0.04"	"0.06"	"108150000"	"5.5489e+14"	"2.6014e+12"	"-1.397e+10"	"564.91"	"207.45"	"0.37521"	"0.35161"	"-0.9594"	"0.3226"	"0.59761"	"0.18396"	"5.575e+14"	"AllLand"
"0.9"	"0.045"	"0.055"	"108170000"	"5.5497e+14"	"2.6033e+12"	"-1.3976e+10"	"565.61"	"208.62"	"0.37433"	"0.35181"	"-0.9582"	"0.32309"	"0.59682"	"0.18432"	"5.5757e+14"	"AllLand"
"0.9"	"0.05"	"0.05"	"108210000"	"5.5509e+14"	"2.6049e+12"	"-1.3984e+10"	"566.52"	"210.19"	"0.37331"	"0.35226"	"-0.95705"	"0.32357"	"0.59607"	"0.18468"	"5.5769e+14"	"AllLand"
"0.05"	"0.8075"	"0.1425"	"108410000"	"5.9908e+14"	"3.4986e+12"	"-3.0785e+10"	"699.13"	"185.09"	"0.037965"	"0.12556"	"-0.41271"	"0.097446"	"0.20709"	"0.042392"	"6.0258e+14"	"AllLand"
"0.9"	"0.055"	"0.045"	"108200000"	"5.5505e+14"	"2.6062e+12"	"-1.3985e+10"	"567.1"	"211.12"	"0.3726"	"0.35239"	"-0.95612"	"0.32391"	"0.59543"	"0.18497"	"5.5766e+14"	"AllLand"
"0.9"	"0.06"	"0.04"	"108210000"	"5.5508e+14"	"2.6071e+12"	"-1.3989e+10"	"567.82"	"212.37"	"0.37167"	"0.35278"	"-0.95506"	"0.32436"	"0.59475"	"0.18529"	"5.5769e+14"	"AllLand"
"0.9"	"0.065"	"0.035"	"108240000"	"5.552e+14"	"2.6082e+12"	"-1.3997e+10"	"568.43"	"213.5"	"0.37097"	"0.35288"	"-0.95411"	"0.32471"	"0.59409"	"0.1856"	"5.5781e+14"	"AllLand"
"0.9"	"0.07"	"0.03"	"108250000"	"5.5523e+14"	"2.6089e+12"	"-1.4001e+10"	"569.09"	"214.7"	"0.37018"	"0.35308"	"-0.95316"	"0.32499"	"0.59344"	"0.18583"	"5.5784e+14"	"AllLand"
"0.9"	"0.075"	"0.025"	"108290000"	"5.5541e+14"	"2.6108e+12"	"-1.4014e+10"	"569.96"	"216.15"	"0.36922"	"0.35336"	"-0.952"	"0.32548"	"0.59265"	"0.18621"	"5.5802e+14"	"AllLand"
"0.9"	"0.08"	"0.02"	"108320000"	"5.5549e+14"	"2.612e+12"	"-1.4022e+10"	"570.54"	"216.98"	"0.36816"	"0.35386"	"-0.95087"	"0.32598"	"0.59192"	"0.18655"	"5.5811e+14"	"AllLand"
"0.9"	"0.085"	"0.015"	"108330000"	"5.5555e+14"	"2.6131e+12"	"-1.4028e+10"	"570.92"	"217.57"	"0.36742"	"0.35401"	"-0.95005"	"0.32626"	"0.59132"	"0.18682"	"5.5816e+14"	"AllLand"
"0.9"	"0.09"	"0.01"	"108340000"	"5.5558e+14"	"2.6144e+12"	"-1.4034e+10"	"571.58"	"218.77"	"0.36656"	"0.3543"	"-0.94914"	"0.32663"	"0.59068"	"0.18715"	"5.582e+14"	"AllLand"
"0.9"	"0.095"	"0.005"	"108400000"	"5.5585e+14"	"2.6172e+12"	"-1.4051e+10"	"572.39"	"220.12"	"0.36556"	"0.35472"	"-0.948"	"0.32708"	"0.58994"	"0.18749"	"5.5846e+14"	"AllLand"
"0.9"	"0.1"	"0"	"108420000"	"5.5584e+14"	"2.6186e+12"	"-1.406e+10"	"573.05"	"221.1"	"0.3645"	"0.35498"	"-0.94671"	"0.32752"	"0.58905"	"0.18786"	"5.5846e+14"	"AllLand"
"0"	"0.15"	"0.85"	"113070000"	"5.9703e+14"	"2.9756e+12"	"-2.2896e+10"	"487.27"	"72.588"	"0.20827"	"0.29428"	"-0.76244"	"0.3236"	"0.43948"	"0.18767"	"6e+14"	"AllLand"
"0.05"	"0.855"	"0.095"	"108570000"	"6.0034e+14"	"3.5117e+12"	"-3.0878e+10"	"709.03"	"196.44"	"0.040649"	"0.11849"	"-0.41315"	"0.094374"	"0.20638"	"0.041147"	"6.0385e+14"	"AllLand"
"0.95"	"0"	"0.05"	"108100000"	"5.5482e+14"	"2.5968e+12"	"-1.3956e+10"	"563.87"	"205.57"	"0.37983"	"0.35092"	"-0.96503"	"0.32021"	"0.60167"	"0.1818"	"5.5742e+14"	"AllLand"
"0.95"	"0.0025"	"0.0475"	"108110000"	"5.5481e+14"	"2.5977e+12"	"-1.3957e+10"	"564.19"	"206.12"	"0.37936"	"0.35113"	"-0.96453"	"0.32048"	"0.60133"	"0.182"	"5.5741e+14"	"AllLand"
"0.95"	"0.005"	"0.045"	"108120000"	"5.5482e+14"	"2.5979e+12"	"-1.3958e+10"	"564.43"	"206.54"	"0.37907"	"0.35125"	"-0.96423"	"0.32063"	"0.60114"	"0.1821"	"5.5742e+14"	"AllLand"
"0.95"	"0.0075"	"0.0425"	"108140000"	"5.5491e+14"	"2.5988e+12"	"-1.3963e+10"	"564.74"	"207.31"	"0.37872"	"0.35139"	"-0.96383"	"0.32086"	"0.60087"	"0.18227"	"5.5751e+14"	"AllLand"
"0.95"	"0.01"	"0.04"	"108140000"	"5.549e+14"	"2.599e+12"	"-1.3962e+10"	"565.02"	"207.84"	"0.37847"	"0.35141"	"-0.96346"	"0.32104"	"0.60062"	"0.18242"	"5.575e+14"	"AllLand"
"0.95"	"0.0125"	"0.0375"	"108130000"	"5.5483e+14"	"2.5991e+12"	"-1.396e+10"	"565.26"	"208.31"	"0.37794"	"0.35152"	"-0.96292"	"0.32125"	"0.60021"	"0.18262"	"5.5743e+14"	"AllLand"
"0.95"	"0.015"	"0.035"	"108120000"	"5.5476e+14"	"2.5995e+12"	"-1.3959e+10"	"565.63"	"209.11"	"0.37751"	"0.35168"	"-0.96242"	"0.32154"	"0.59987"	"0.18283"	"5.5736e+14"	"AllLand"
"0.95"	"0.0175"	"0.0325"	"108100000"	"5.5462e+14"	"2.5993e+12"	"-1.3954e+10"	"565.96"	"209.7"	"0.37719"	"0.35172"	"-0.96195"	"0.32174"	"0.59956"	"0.18298"	"5.5722e+14"	"AllLand"
"0.95"	"0.02"	"0.03"	"108100000"	"5.5458e+14"	"2.5996e+12"	"-1.3955e+10"	"566.33"	"210.25"	"0.37657"	"0.35208"	"-0.96128"	"0.32209"	"0.59914"	"0.18319"	"5.5718e+14"	"AllLand"
"0.95"	"0.0225"	"0.0275"	"108100000"	"5.5453e+14"	"2.5997e+12"	"-1.3954e+10"	"566.71"	"210.9"	"0.37613"	"0.35225"	"-0.96077"	"0.32234"	"0.59881"	"0.18336"	"5.5713e+14"	"AllLand"
"0.05"	"0.9025"	"0.0475"	"109030000"	"6.0364e+14"	"3.5318e+12"	"-3.1085e+10"	"716.76"	"204"	"0.043625"	"0.11216"	"-0.41501"	"0.09233"	"0.20631"	"0.040593"	"6.0717e+14"	"AllLand"
"0.95"	"0.025"	"0.025"	"108110000"	"5.5458e+14"	"2.6005e+12"	"-1.3957e+10"	"567.23"	"211.85"	"0.37567"	"0.35239"	"-0.96024"	"0.32255"	"0.59845"	"0.18353"	"5.5718e+14"	"AllLand"
"0.95"	"0.0275"	"0.0225"	"108130000"	"5.5467e+14"	"2.6019e+12"	"-1.3961e+10"	"567.55"	"212.4"	"0.37537"	"0.3524"	"-0.95978"	"0.32272"	"0.59813"	"0.18367"	"5.5727e+14"	"AllLand"
"0.95"	"0.03"	"0.02"	"108140000"	"5.5467e+14"	"2.6024e+12"	"-1.3963e+10"	"567.87"	"212.9"	"0.37496"	"0.35246"	"-0.95925"	"0.32292"	"0.59776"	"0.18385"	"5.5727e+14"	"AllLand"
"0.95"	"0.0325"	"0.0175"	"108140000"	"5.5467e+14"	"2.6027e+12"	"-1.3964e+10"	"568.21"	"213.52"	"0.37453"	"0.35255"	"-0.9587"	"0.32314"	"0.59738"	"0.18405"	"5.5727e+14"	"AllLand"
"0.95"	"0.035"	"0.015"	"108150000"	"5.547e+14"	"2.6033e+12"	"-1.3968e+10"	"568.55"	"213.99"	"0.37406"	"0.35259"	"-0.95807"	"0.3234"	"0.59692"	"0.18429"	"5.573e+14"	"AllLand"
"0.95"	"0.0375"	"0.0125"	"108140000"	"5.5463e+14"	"2.6032e+12"	"-1.3965e+10"	"568.86"	"214.42"	"0.37358"	"0.35287"	"-0.9576"	"0.3236"	"0.59664"	"0.18439"	"5.5723e+14"	"AllLand"
"0.95"	"0.04"	"0.01"	"108150000"	"5.5465e+14"	"2.6035e+12"	"-1.3968e+10"	"569.13"	"215"	"0.3732"	"0.35303"	"-0.95718"	"0.32377"	"0.59638"	"0.18447"	"5.5725e+14"	"AllLand"
"0.95"	"0.0425"	"0.0075"	"108160000"	"5.5468e+14"	"2.6039e+12"	"-1.3971e+10"	"569.35"	"215.5"	"0.37297"	"0.35304"	"-0.95688"	"0.32388"	"0.59615"	"0.18459"	"5.5729e+14"	"AllLand"
"0.95"	"0.045"	"0.005"	"108170000"	"5.5475e+14"	"2.6044e+12"	"-1.3974e+10"	"569.72"	"216.12"	"0.37245"	"0.35324"	"-0.95628"	"0.32416"	"0.59575"	"0.18481"	"5.5735e+14"	"AllLand"
"0.95"	"0.0475"	"0.0025"	"108190000"	"5.5486e+14"	"2.6057e+12"	"-1.3979e+10"	"570.04"	"216.49"	"0.37204"	"0.3533"	"-0.95572"	"0.32438"	"0.59537"	"0.18499"	"5.5747e+14"	"AllLand"
"0.05"	"0.95"	"0"	"109160000"	"6.0437e+14"	"3.5372e+12"	"-3.1132e+10"	"725.56"	"211.24"	"0.044587"	"0.1102"	"-0.41579"	"0.092342"	"0.20637"	"0.040484"	"6.079e+14"	"AllLand"
"0.95"	"0.05"	"0"	"108190000"	"5.5482e+14"	"2.6061e+12"	"-1.398e+10"	"570.33"	"216.93"	"0.37161"	"0.35346"	"-0.9552"	"0.32456"	"0.59503"	"0.18513"	"5.5743e+14"	"AllLand"
"1"	"0"	"0"	"108130000"	"5.5481e+14"	"2.6002e+12"	"-1.3958e+10"	"567.79"	"212.93"	"0.37811"	"0.35223"	"-0.96321"	"0.32135"	"0.60068"	"0.18232"	"5.5741e+14"	"AllLand"
"0.1"	"0"	"0.9"	"112350000"	"5.8227e+14"	"2.6812e+12"	"-1.7748e+10"	"480.29"	"55.761"	"0.3905"	"0.31629"	"-0.98534"	"0.2977"	"0.60226"	"0.17797"	"5.8495e+14"	"AllLand"
"0.1"	"0.045"	"0.855"	"108810000"	"5.6423e+14"	"2.633e+12"	"-1.7119e+10"	"478.12"	"55.479"	"0.36271"	"0.32586"	"-0.95296"	"0.32152"	"0.57859"	"0.19616"	"5.6686e+14"	"AllLand"
"0.1"	"0.09"	"0.81"	"111580000"	"5.8088e+14"	"2.7537e+12"	"-1.8213e+10"	"480.23"	"58.654"	"0.33601"	"0.32773"	"-0.91807"	"0.33684"	"0.55355"	"0.20714"	"5.8363e+14"	"AllLand"
"0.1"	"0.135"	"0.765"	"110960000"	"5.7959e+14"	"2.8073e+12"	"-1.8804e+10"	"484.61"	"66.379"	"0.29235"	"0.32316"	"-0.865"	"0.34518"	"0.51516"	"0.20937"	"5.824e+14"	"AllLand"
"0.1"	"0.18"	"0.72"	"112490000"	"5.8959e+14"	"2.9339e+12"	"-2.0257e+10"	"495.44"	"79.505"	"0.23684"	"0.3101"	"-0.79596"	"0.34195"	"0.4655"	"0.20268"	"5.9252e+14"	"AllLand"
"0.1"	"0.225"	"0.675"	"110480000"	"5.8061e+14"	"2.9619e+12"	"-2.0882e+10"	"507.32"	"92.576"	"0.17916"	"0.29423"	"-0.7275"	"0.33376"	"0.41614"	"0.19147"	"5.8357e+14"	"AllLand"
"0.1"	"0.27"	"0.63"	"112580000"	"5.9487e+14"	"3.102e+12"	"-2.2649e+10"	"521.03"	"104.67"	"0.14148"	"0.28084"	"-0.67638"	"0.32239"	"0.38049"	"0.18255"	"5.9797e+14"	"AllLand"
"0"	"0.2"	"0.8"	"113700000"	"6.0309e+14"	"3.1168e+12"	"-2.4598e+10"	"510.44"	"91.156"	"0.14397"	"0.27562"	"-0.67289"	"0.30315"	"0.37805"	"0.17345"	"6.0621e+14"	"AllLand"
"0.1"	"0.315"	"0.585"	"112540000"	"5.9725e+14"	"3.1727e+12"	"-2.3675e+10"	"533.49"	"116.14"	"0.11543"	"0.2739"	"-0.63607"	"0.31296"	"0.35427"	"0.17777"	"6.0042e+14"	"AllLand"
"0.1"	"0.36"	"0.54"	"111190000"	"5.9423e+14"	"3.2248e+12"	"-2.4988e+10"	"553.56"	"126.14"	"0.090593"	"0.25285"	"-0.58684"	"0.29114"	"0.32167"	"0.16606"	"5.9745e+14"	"AllLand"
"0.1"	"0.405"	"0.495"	"110330000"	"5.9596e+14"	"3.3304e+12"	"-2.7735e+10"	"595.13"	"132.68"	"0.051827"	"0.21575"	"-0.50295"	"0.21954"	"0.26932"	"0.12498"	"5.9929e+14"	"AllLand"
"0.1"	"0.45"	"0.45"	"113820000"	"6.2009e+14"	"3.5208e+12"	"-3.0589e+10"	"628.36"	"139.07"	"0.04011"	"0.18305"	"-0.45719"	"0.15429"	"0.24043"	"0.087407"	"6.2361e+14"	"AllLand"
"0.1"	"0.495"	"0.405"	"114680000"	"6.2724e+14"	"3.5883e+12"	"-3.1704e+10"	"645.7"	"145.27"	"0.038786"	"0.16664"	"-0.43887"	"0.12205"	"0.22866"	"0.0679"	"6.3083e+14"	"AllLand"
"0.1"	"0.54"	"0.36"	"108530000"	"5.9379e+14"	"3.4234e+12"	"-3.0067e+10"	"652.28"	"150.62"	"0.0323"	"0.15691"	"-0.42892"	"0.11552"	"0.22112"	"0.060856"	"5.9721e+14"	"AllLand"
"0.1"	"0.585"	"0.315"	"109270000"	"5.9837e+14"	"3.46e+12"	"-3.0376e+10"	"661.25"	"157.45"	"0.032118"	"0.15209"	"-0.4248"	"0.11158"	"0.21817"	"0.057179"	"6.0183e+14"	"AllLand"
"0.1"	"0.63"	"0.27"	"109760000"	"6.0184e+14"	"3.4855e+12"	"-3.0586e+10"	"669.93"	"164.19"	"0.033287"	"0.14732"	"-0.42237"	"0.11018"	"0.21602"	"0.054241"	"6.0533e+14"	"AllLand"
"0.1"	"0.675"	"0.225"	"110070000"	"6.0434e+14"	"3.5082e+12"	"-3.0747e+10"	"679"	"171.25"	"0.033956"	"0.1445"	"-0.41994"	"0.10844"	"0.21423"	"0.051592"	"6.0785e+14"	"AllLand"
"0.1"	"0.72"	"0.18"	"110580000"	"6.0799e+14"	"3.5384e+12"	"-3.0954e+10"	"690.39"	"182.45"	"0.035386"	"0.14171"	"-0.41739"	"0.10658"	"0.21253"	"0.048922"	"6.1153e+14"	"AllLand"
"0"	"0.25"	"0.75"	"111870000"	"5.9702e+14"	"3.1819e+12"	"-2.5755e+10"	"528.95"	"103.98"	"0.10648"	"0.26775"	"-0.6138"	"0.28513"	"0.3404"	"0.16591"	"6.002e+14"	"AllLand"
"0.1"	"0.765"	"0.135"	"111080000"	"6.113e+14"	"3.564e+12"	"-3.1142e+10"	"699.81"	"194.92"	"0.036186"	"0.1401"	"-0.41566"	"0.10511"	"0.21152"	"0.047253"	"6.1486e+14"	"AllLand"
"0.1"	"0.81"	"0.09"	"111720000"	"6.1552e+14"	"3.5902e+12"	"-3.1375e+10"	"708.08"	"204.42"	"0.037201"	"0.13761"	"-0.41554"	"0.1041"	"0.21101"	"0.046024"	"6.1911e+14"	"AllLand"
"0.1"	"0.855"	"0.045"	"112290000"	"6.1912e+14"	"3.6117e+12"	"-3.1568e+10"	"715.05"	"210.42"	"0.037814"	"0.13684"	"-0.41515"	"0.1031"	"0.21078"	"0.045281"	"6.2274e+14"	"AllLand"
"0.1"	"0.9"	"0"	"112670000"	"6.2151e+14"	"3.625e+12"	"-3.172e+10"	"724.33"	"218.07"	"0.03969"	"0.13303"	"-0.41625"	"0.10258"	"0.21066"	"0.044789"	"6.2513e+14"	"AllLand"
"0.15"	"0"	"0.85"	"108790000"	"5.6204e+14"	"2.5875e+12"	"-1.6031e+10"	"488.87"	"65.564"	"0.39793"	"0.31795"	"-0.99071"	"0.29574"	"0.60838"	"0.17523"	"5.6463e+14"	"AllLand"
"0.15"	"0.0425"	"0.8075"	"109930000"	"5.6936e+14"	"2.6441e+12"	"-1.6514e+10"	"488.66"	"66.394"	"0.37761"	"0.32322"	"-0.96356"	"0.31345"	"0.58906"	"0.1896"	"5.72e+14"	"AllLand"
"0.15"	"0.085"	"0.765"	"112090000"	"5.824e+14"	"2.7433e+12"	"-1.7422e+10"	"489.5"	"68.604"	"0.35387"	"0.3279"	"-0.9332"	"0.32935"	"0.56722"	"0.20216"	"5.8514e+14"	"AllLand"
"0.15"	"0.1275"	"0.7225"	"109130000"	"5.6749e+14"	"2.7167e+12"	"-1.7201e+10"	"490.59"	"73.513"	"0.32415"	"0.33298"	"-0.89925"	"0.34416"	"0.54275"	"0.21156"	"5.7021e+14"	"AllLand"
"0.15"	"0.17"	"0.68"	"108200000"	"5.6385e+14"	"2.7563e+12"	"-1.7784e+10"	"496.59"	"83.054"	"0.28043"	"0.32914"	"-0.84618"	"0.34934"	"0.50487"	"0.21201"	"5.6661e+14"	"AllLand"
"0.15"	"0.2125"	"0.6375"	"110330000"	"5.7717e+14"	"2.8872e+12"	"-1.9328e+10"	"506.39"	"94.94"	"0.22968"	"0.31533"	"-0.78444"	"0.34425"	"0.46007"	"0.20389"	"5.8006e+14"	"AllLand"
"0"	"0.3"	"0.7"	"110540000"	"5.9794e+14"	"3.3129e+12"	"-2.9269e+10"	"573.56"	"107.86"	"0.057023"	"0.2277"	"-0.51407"	"0.20373"	"0.27729"	"0.12118"	"6.0125e+14"	"AllLand"
"0.15"	"0.255"	"0.595"	"109600000"	"5.7511e+14"	"2.936e+12"	"-2.0156e+10"	"515.95"	"107.41"	"0.17866"	"0.30041"	"-0.72527"	"0.33768"	"0.41696"	"0.19397"	"5.7805e+14"	"AllLand"
"0.15"	"0.2975"	"0.5525"	"111430000"	"5.8718e+14"	"3.051e+12"	"-2.1501e+10"	"528.01"	"120.16"	"0.14799"	"0.28865"	"-0.68441"	"0.33143"	"0.38793"	"0.1881"	"5.9023e+14"	"AllLand"
"0.15"	"0.34"	"0.51"	"112100000"	"5.9321e+14"	"3.1427e+12"	"-2.2739e+10"	"541.92"	"134.36"	"0.12058"	"0.27865"	"-0.64312"	"0.32189"	"0.36031"	"0.18193"	"5.9635e+14"	"AllLand"
"0.15"	"0.3825"	"0.4675"	"110890000"	"5.8908e+14"	"3.1702e+12"	"-2.3394e+10"	"554.77"	"144.91"	"0.10264"	"0.26684"	"-0.61041"	"0.31186"	"0.33861"	"0.1767"	"5.9225e+14"	"AllLand"
"0.15"	"0.425"	"0.425"	"110210000"	"5.91e+14"	"3.2618e+12"	"-2.54e+10"	"584.59"	"153.54"	"0.075408"	"0.23521"	"-0.55022"	"0.27445"	"0.29884"	"0.1555"	"5.9426e+14"	"AllLand"
"0.15"	"0.4675"	"0.3825"	"109080000"	"5.9042e+14"	"3.3368e+12"	"-2.759e+10"	"622.41"	"157.66"	"0.046266"	"0.1993"	"-0.4807"	"0.20515"	"0.25549"	"0.11477"	"5.9375e+14"	"AllLand"
"0.15"	"0.51"	"0.34"	"112040000"	"6.1045e+14"	"3.488e+12"	"-2.9826e+10"	"648.75"	"161.58"	"0.038632"	"0.17636"	"-0.44746"	"0.15409"	"0.23463"	"0.084602"	"6.1394e+14"	"AllLand"
"0.15"	"0.5525"	"0.2975"	"112830000"	"6.1604e+14"	"3.5411e+12"	"-3.0719e+10"	"662.21"	"167.9"	"0.035917"	"0.16724"	"-0.43396"	"0.12782"	"0.22639"	"0.069631"	"6.1958e+14"	"AllLand"
"0.15"	"0.595"	"0.255"	"113290000"	"6.1925e+14"	"3.5746e+12"	"-3.1185e+10"	"672.1"	"174.1"	"0.03499"	"0.16131"	"-0.42764"	"0.11494"	"0.22221"	"0.061699"	"6.2283e+14"	"AllLand"
"0.15"	"0.6375"	"0.2125"	"113730000"	"6.224e+14"	"3.6025e+12"	"-3.1389e+10"	"681.37"	"181.63"	"0.036127"	"0.15569"	"-0.4254"	"0.11247"	"0.22007"	"0.058429"	"6.26e+14"	"AllLand"
"0"	"0.35"	"0.65"	"108130000"	"5.891e+14"	"3.3189e+12"	"-3.0177e+10"	"598.86"	"104.57"	"0.037692"	"0.19296"	"-0.46525"	"0.13173"	"0.24494"	"0.081225"	"5.9242e+14"	"AllLand"
"0.15"	"0.68"	"0.17"	"114120000"	"6.2507e+14"	"3.6269e+12"	"-3.1558e+10"	"691.32"	"191.5"	"0.037135"	"0.15105"	"-0.42366"	"0.11117"	"0.21828"	"0.055655"	"6.287e+14"	"AllLand"
"0.15"	"0.7225"	"0.1275"	"1.08e+08"	"5.9211e+14"	"3.4531e+12"	"-2.9853e+10"	"699.75"	"201.91"	"0.032379"	"0.14745"	"-0.41685"	"0.10878"	"0.21334"	"0.05201"	"5.9557e+14"	"AllLand"
"0.15"	"0.765"	"0.085"	"108400000"	"5.9506e+14"	"3.4738e+12"	"-3.0042e+10"	"708.51"	"210.41"	"0.034264"	"0.14544"	"-0.41561"	"0.10755"	"0.21245"	"0.050325"	"5.9853e+14"	"AllLand"
"0.15"	"0.8075"	"0.0425"	"108730000"	"5.975e+14"	"3.4894e+12"	"-3.0194e+10"	"716.6"	"217.84"	"0.035406"	"0.14356"	"-0.4154"	"0.10732"	"0.21194"	"0.049184"	"6.0099e+14"	"AllLand"
"0.15"	"0.85"	"0"	"109290000"	"6.0096e+14"	"3.5086e+12"	"-3.0393e+10"	"723.82"	"223.53"	"0.036025"	"0.14241"	"-0.41545"	"0.10694"	"0.21177"	"0.048537"	"6.0447e+14"	"AllLand"
"0.2"	"0"	"0.8"	"108920000"	"5.6235e+14"	"2.5927e+12"	"-1.5527e+10"	"497.22"	"74.911"	"0.40148"	"0.31894"	"-0.99125"	"0.29536"	"0.61075"	"0.17362"	"5.6494e+14"	"AllLand"
"0.2"	"0.04"	"0.76"	"109320000"	"5.6524e+14"	"2.618e+12"	"-1.5732e+10"	"497.46"	"77.133"	"0.38569"	"0.32397"	"-0.97126"	"0.30863"	"0.59662"	"0.18414"	"5.6786e+14"	"AllLand"
"0.2"	"0.08"	"0.72"	"110480000"	"5.7249e+14"	"2.6767e+12"	"-1.63e+10"	"498.06"	"80.064"	"0.36635"	"0.32824"	"-0.94619"	"0.3233"	"0.57861"	"0.19598"	"5.7517e+14"	"AllLand"
"0.2"	"0.12"	"0.68"	"112190000"	"5.8286e+14"	"2.7649e+12"	"-1.7115e+10"	"500.3"	"84.988"	"0.34436"	"0.33193"	"-0.91815"	"0.33604"	"0.55855"	"0.20603"	"5.8563e+14"	"AllLand"
"0.2"	"0.16"	"0.64"	"109430000"	"5.6879e+14"	"2.7407e+12"	"-1.7029e+10"	"502.86"	"91.278"	"0.31439"	"0.3347"	"-0.88273"	"0.34586"	"0.53325"	"0.21197"	"5.7153e+14"	"AllLand"
"0"	"0.4"	"0.6"	"108920000"	"5.9632e+14"	"3.3791e+12"	"-3.0771e+10"	"610.35"	"106.73"	"0.042497"	"0.16421"	"-0.45769"	"0.12001"	"0.23578"	"0.069854"	"5.997e+14"	"AllLand"
"0.2"	"0.2"	"0.6"	"108080000"	"5.6254e+14"	"2.7616e+12"	"-1.7462e+10"	"509.05"	"102.75"	"0.27684"	"0.33287"	"-0.83774"	"0.35129"	"0.50113"	"0.21366"	"5.653e+14"	"AllLand"
"0.2"	"0.24"	"0.56"	"109690000"	"5.7295e+14"	"2.8695e+12"	"-1.8731e+10"	"517.81"	"115.13"	"0.23232"	"0.32098"	"-0.78432"	"0.34697"	"0.46234"	"0.20634"	"5.7582e+14"	"AllLand"
"0.2"	"0.28"	"0.52"	"108360000"	"5.671e+14"	"2.8909e+12"	"-1.9226e+10"	"525.82"	"128.17"	"0.18584"	"0.30847"	"-0.73187"	"0.3431"	"0.42411"	"0.19811"	"5.6999e+14"	"AllLand"
"0.2"	"0.32"	"0.48"	"110920000"	"5.8269e+14"	"3.0205e+12"	"-2.0593e+10"	"536.96"	"139.63"	"0.15434"	"0.29747"	"-0.69207"	"0.33815"	"0.3957"	"0.19249"	"5.8571e+14"	"AllLand"
"0.2"	"0.36"	"0.44"	"111720000"	"5.8909e+14"	"3.1027e+12"	"-2.1677e+10"	"548.31"	"150.75"	"0.12993"	"0.28795"	"-0.65812"	"0.33206"	"0.37212"	"0.18757"	"5.9219e+14"	"AllLand"
"0.2"	"0.4"	"0.4"	"111150000"	"5.8789e+14"	"3.1398e+12"	"-2.2369e+10"	"558.64"	"160.06"	"0.11076"	"0.27995"	"-0.62825"	"0.32385"	"0.35223"	"0.18276"	"5.9103e+14"	"AllLand"
"0.2"	"0.44"	"0.36"	"109610000"	"5.8334e+14"	"3.1685e+12"	"-2.3249e+10"	"576.42"	"169.13"	"0.095722"	"0.2568"	"-0.59282"	"0.30879"	"0.32724"	"0.17438"	"5.8651e+14"	"AllLand"
"0.2"	"0.48"	"0.32"	"108990000"	"5.85e+14"	"3.256e+12"	"-2.5242e+10"	"608.72"	"177.75"	"0.068793"	"0.22504"	"-0.53313"	"0.26739"	"0.28818"	"0.15029"	"5.8826e+14"	"AllLand"
"0.2"	"0.52"	"0.28"	"113630000"	"6.1498e+14"	"3.4868e+12"	"-2.8451e+10"	"642.11"	"181.89"	"0.050691"	"0.19688"	"-0.48379"	"0.21462"	"0.25693"	"0.11905"	"6.1847e+14"	"AllLand"
"0.2"	"0.56"	"0.24"	"110130000"	"5.9864e+14"	"3.4375e+12"	"-2.8826e+10"	"665"	"185.74"	"0.035816"	"0.17863"	"-0.44681"	"0.16326"	"0.23453"	"0.08872"	"6.0208e+14"	"AllLand"
"0"	"0"	"1"	"110450000"	"5.7813e+14"	"2.7384e+12"	"-2.0167e+10"	"500.61"	"63.114"	"0.3987"	"0.29857"	"-0.96833"	"0.29848"	"0.59217"	"0.18804"	"5.8087e+14"	"AvoidProtAreas"
"0"	"0.45"	"0.55"	"110480000"	"5.9723e+14"	"3.2476e+12"	"-2.8453e+10"	"621.52"	"152.15"	"0.11217"	"0.22659"	"-0.55711"	"0.2376"	"0.31101"	"0.13475"	"6.0047e+14"	"AvoidProtAreas"
